body_temp,respiratory_rate,ambient_temp,label
38.95,55.0,33.08,1
38.53,15.7,27.31,0
39.02,12.3,24.08,0
39.96,30.7,33.66,1
40.2,36.8,36.76,1
40.41,37.4,37.24,1
38.37,44.0,30.58,1
38.62,20.2,20.21,0
38.97,23.7,28.02,0
40.1,42.0,35.38,1
39.09,15.9,29.07,0
40.21,38.6,36.67,1
39.15,12.9,20.49,0
40.58,34.4,37.42,1
38.68,37.3,32.56,1
38.8,17.5,27.79,0
38.53,50.9,32.41,1
38.98,32.9,31.39,1
40.14,34.7,27.78,1
40.18,38.3,37.08,1
40.7,45.5,39.6,1
38.77,31.6,32.18,1
38.48,48.9,36.5,1
39.28,22.6,23.99,0
39.16,19.6,25.54,0
39.03,42.8,32.85,1
39.79,34.8,33.65,1
38.74,22.9,23.39,0
38.65,57.9,30.61,1
40.52,29.0,29.78,1
40.91,34.7,39.14,1
38.87,57.0,37.75,1
40.08,32.0,34.26,1
39.77,24.9,30.91,1
39.04,29.2,21.4,0
38.9,26.3,25.04,0
40.76,39.0,37.31,1
38.71,30.0,35.68,1
38.98,21.8,25.53,0
38.37,54.3,35.87,1
39.42,36.9,32.15,1
38.29,47.7,34.73,1
40.65,32.8,35.83,1
38.56,13.4,26.32,0
40.38,35.1,36.52,1
39.05,27.1,27.58,0
40.05,33.1,33.96,1
38.34,13.4,21.58,0
39.02,50.4,36.8,1
38.43,36.4,37.52,1
39.17,39.1,32.75,1
38.96,16.3,21.0,0
39.75,28.3,30.85,1
39.85,42.0,23.11,1
39.97,46.4,29.34,1
38.85,44.5,36.26,1
38.7,17.3,23.11,0
38.48,37.4,32.48,1
38.32,29.5,26.75,0
40.12,37.3,35.58,1
38.44,25.2,26.62,0
38.44,57.7,32.83,1
38.84,36.2,36.46,1
40.69,43.2,39.98,1
40.2,36.1,36.2,1
40.13,31.9,32.44,1
40.24,37.2,36.21,1
40.79,37.1,37.39,1
38.71,23.6,21.14,0
40.12,37.6,35.56,1
39.26,13.4,36.71,0
38.97,33.3,33.2,1
40.87,38.6,20.7,1
40.41,16.6,27.8,0
39.67,52.3,25.53,1
39.62,29.4,31.03,1
39.01,8.9,27.27,0
39.79,34.2,32.6,1
39.63,36.3,33.59,1
38.89,22.0,20.45,0
38.66,12.9,25.65,0
40.63,39.8,37.43,1
39.88,30.0,24.13,1
38.58,12.7,22.71,0
38.37,45.5,22.14,0
39.11,22.5,26.83,0
39.83,32.0,32.82,1
40.55,13.8,25.01,0
38.41,25.6,24.17,0
38.64,21.1,27.55,0
38.42,34.9,30.53,1
38.57,55.3,32.32,1
38.99,10.7,23.85,0
38.6,26.3,29.09,0
40.14,27.9,34.8,1
38.83,48.6,35.94,1
39.19,19.2,28.41,0
40.08,34.4,33.52,1
39.77,30.5,30.55,1
38.68,44.9,37.34,1
38.52,24.9,22.53,0
38.69,16.5,28.23,0
38.89,11.9,23.77,0
38.29,25.6,25.07,0
38.46,19.1,23.34,0
38.93,37.8,35.72,1
38.78,28.9,29.99,0
40.62,41.8,38.54,1
40.99,45.3,22.18,1
38.47,19.6,26.78,0
40.12,31.2,35.89,1
38.69,28.1,27.84,0
40.68,37.3,22.06,1
38.82,34.5,36.6,1
39.3,58.1,34.17,1
39.01,48.6,36.03,1
38.75,57.7,30.77,1
39.95,35.5,31.08,1
40.33,38.7,36.63,1
38.27,49.9,37.23,1
39.78,31.8,32.22,1
39.2,13.0,21.81,0
39.2,56.3,22.02,0
40.46,11.0,28.48,0
40.09,39.8,36.73,1
38.36,23.4,20.49,0
39.09,16.3,32.59,0
38.36,19.5,23.79,0
39.83,39.2,24.57,1
39.74,40.2,28.8,1
39.91,32.5,32.99,1
38.42,24.3,28.49,0
40.05,48.7,27.42,1
39.14,16.9,27.17,0
38.81,21.9,29.38,0
39.74,27.7,32.7,1
39.75,45.6,21.9,1
39.68,31.0,33.0,1
40.5,35.2,34.53,1
40.99,39.3,29.48,1
39.02,34.2,24.5,0
38.88,31.6,34.13,1
39.24,12.9,37.76,0
39.85,35.7,32.1,1
38.55,58.0,34.99,1
39.27,39.0,35.88,1
40.56,43.4,38.59,1
39.19,15.9,21.93,0
40.44,37.9,38.25,1
38.7,25.2,24.48,0
39.01,10.2,37.41,0
39.93,29.8,34.19,1
38.68,34.8,34.28,1
39.32,24.3,28.04,0
38.89,24.5,27.73,0
39.12,36.2,37.48,1
39.22,49.3,31.14,1
40.32,35.8,37.11,1
40.63,47.0,29.87,1
41.06,43.4,39.57,1
38.35,29.4,37.01,1
39.96,29.3,31.59,1
38.51,41.6,31.95,1
40.48,45.8,24.27,1
40.32,40.5,36.76,1
38.61,11.7,37.6,0
40.08,36.8,35.81,1
40.43,33.6,34.66,1
38.77,27.1,25.91,0
38.61,12.8,24.09,0
39.0,21.5,27.63,0
39.15,18.4,20.12,0
38.54,11.9,23.99,0
39.16,56.5,24.21,0
38.33,42.4,32.64,1
38.51,30.6,20.06,0
38.55,25.1,36.14,0
38.6,31.9,32.79,1
40.72,42.8,39.74,1
39.69,32.9,30.53,1
38.82,59.8,35.84,1
40.31,44.7,38.7,1
38.48,20.6,29.58,0
39.05,13.1,24.38,0
40.43,44.2,38.84,1
38.38,34.3,33.36,1
40.34,36.3,35.15,1
39.91,46.0,21.94,1
38.62,20.0,25.9,0
38.95,48.0,35.14,1
40.11,33.1,36.36,1
38.82,27.2,26.68,0
39.15,14.1,29.27,0
39.1,18.2,28.27,0
38.6,12.0,33.12,0
38.22,36.3,30.77,1
38.94,21.2,28.43,0
39.72,28.8,31.15,1
40.64,20.9,23.01,0
39.87,31.2,32.33,1
40.2,21.2,28.98,0
38.58,13.6,23.18,0
39.84,24.3,20.77,0
40.41,45.6,39.01,1
38.69,30.3,34.25,1
40.28,41.7,38.19,1
39.65,30.4,32.42,1
39.46,35.6,30.77,1
38.92,46.7,35.74,1
38.94,56.7,32.0,1
38.88,23.8,21.67,0
39.14,56.3,32.78,1
38.19,14.5,27.58,0
39.37,34.9,31.09,1
39.98,31.0,35.51,1
38.51,12.6,29.17,0
40.85,46.4,39.03,1
38.91,41.3,34.26,1
38.25,17.3,28.61,0
38.54,53.1,32.99,1
38.73,12.5,23.94,0
39.16,48.9,35.98,1
38.48,51.2,31.95,1
39.81,52.4,21.31,1
38.75,10.6,23.02,0
40.65,42.9,39.54,1
38.39,52.3,36.08,1
40.72,36.9,27.62,1
40.16,41.4,36.48,1
38.88,11.9,24.96,0
40.49,38.3,37.26,1
38.79,51.6,36.66,1
39.19,24.7,28.51,0
39.07,51.4,35.66,1
38.8,43.8,31.24,1
38.48,25.5,21.85,0
38.34,34.6,34.15,1
38.43,22.9,24.2,0
40.24,39.8,29.31,1
39.1,31.1,36.39,1
39.4,23.0,33.1,0
38.59,16.4,23.77,0
38.33,23.7,21.38,0
38.54,34.4,32.38,1
40.72,25.5,29.21,0
40.0,25.1,31.13,1
38.46,25.2,23.17,0
38.36,37.0,30.96,1
39.99,52.6,29.59,1
39.34,17.5,25.05,0
38.43,20.0,23.42,0
40.09,38.9,36.17,1
40.01,34.5,34.58,1
39.02,22.4,28.44,0
39.51,24.9,31.75,1
38.43,14.8,22.12,0
40.14,54.9,28.91,1
40.55,38.8,36.69,1
38.78,21.1,26.31,0
39.57,29.7,30.8,1
38.65,14.8,23.19,0
39.1,29.3,25.95,0
38.99,15.2,26.12,0
40.96,22.2,27.71,0
38.26,36.2,34.87,1
39.89,38.0,35.33,1
38.33,55.3,32.38,1
38.86,35.9,32.18,1
40.05,35.9,33.16,1
40.99,36.9,26.08,1
40.56,40.6,39.81,1
40.25,40.3,36.21,1
38.83,13.7,28.44,0
40.66,42.2,39.64,1
40.13,31.7,35.89,1
39.03,18.3,21.92,0
39.69,28.9,30.55,1
38.88,51.0,32.14,1
39.24,20.1,28.01,0
39.02,27.2,22.84,0
40.01,32.1,27.79,1
38.54,10.5,22.92,0
40.28,38.8,26.97,1
38.59,33.8,33.15,1
40.41,54.0,26.33,1
40.18,38.9,23.39,1
38.42,38.2,35.91,1
38.35,19.5,29.76,0
40.1,41.4,36.44,1
38.85,50.3,37.8,1
38.47,17.5,32.64,0
39.87,15.3,26.85,0
38.86,57.8,30.78,1
40.43,36.0,36.31,1
40.52,50.8,20.76,1
38.73,40.7,32.19,1
38.23,57.7,37.63,1
40.26,42.7,37.37,1
40.37,36.5,34.83,1
39.81,37.7,33.31,1
40.24,30.2,21.39,1
40.3,45.3,39.81,1
38.67,38.0,33.88,1
39.97,34.3,34.78,1
39.74,44.6,24.46,1
38.66,15.0,24.25,0
39.68,40.8,23.05,1
39.31,24.9,32.61,0
39.74,21.7,24.72,0
40.42,42.0,37.14,1
40.36,13.2,27.92,0
38.32,24.5,21.73,0
39.01,17.4,29.85,0
38.76,31.2,33.03,1
38.86,23.8,27.35,0
40.07,25.6,33.0,1
38.75,18.9,24.76,0
38.71,14.6,23.22,0
38.39,17.1,24.69,0
38.57,47.2,33.3,1
40.36,40.8,36.74,1
40.3,44.0,37.06,1
38.42,15.3,26.7,0
40.42,38.2,36.56,1
38.74,34.3,36.76,1
38.44,12.7,29.53,0
40.22,34.8,32.85,1
40.53,39.3,38.85,1
40.46,46.8,27.6,1
38.28,48.2,31.31,1
38.96,58.9,33.41,1
40.34,44.2,36.07,1
40.42,38.0,37.47,1
40.48,37.5,35.88,1
40.29,43.6,37.29,1
38.69,14.2,23.41,0
40.26,40.4,36.47,1
38.84,23.4,22.44,0
39.14,13.7,22.54,0
38.42,12.1,27.69,0
39.04,25.2,28.59,0
40.58,53.6,27.63,1
40.02,54.1,21.77,1
38.56,15.1,29.62,0
38.93,38.3,31.45,1
40.49,38.7,37.59,1
39.82,35.6,33.0,1
40.36,35.6,34.91,1
38.42,7.3,26.63,0
39.91,38.8,35.48,1
39.02,11.8,33.09,0
38.79,29.5,26.65,0
38.57,59.7,26.16,0
39.97,32.6,33.81,1
38.69,35.2,30.58,1
38.48,31.9,36.8,1
40.82,49.7,28.29,1
38.79,11.0,28.36,0
39.94,53.0,25.14,1
40.42,39.0,36.35,1
39.69,35.5,28.03,1
38.65,59.9,30.63,1
39.84,31.4,32.87,1
40.04,32.3,33.1,1
39.19,19.7,25.69,0
39.82,27.8,31.74,1
39.68,36.4,33.11,1
38.44,10.6,27.45,0
38.25,32.0,31.27,1
40.08,32.2,32.38,1
40.7,45.8,38.72,1
39.01,9.5,26.93,0
39.07,42.6,33.79,1
38.33,55.4,36.61,1
39.72,34.1,32.15,1
38.44,40.7,37.1,1
40.19,14.3,25.72,0
40.38,40.5,37.81,1
38.7,14.5,21.26,0
39.01,24.0,24.59,0
38.51,26.0,30.97,0
38.8,20.6,22.83,0
39.01,23.1,27.72,0
38.79,18.4,29.25,0
39.37,21.4,37.33,0
39.07,28.2,22.67,0
38.56,34.1,32.11,1
39.45,32.7,31.11,1
40.8,12.6,28.63,0
38.89,23.1,28.61,0
39.69,31.8,34.02,1
39.61,52.7,21.1,1
38.51,13.5,29.36,0
38.91,52.7,36.85,1
38.84,13.8,21.66,0
38.73,52.0,35.54,1
40.37,35.1,36.93,1
38.4,22.4,21.75,0
38.94,11.0,27.42,0
39.24,24.0,37.65,0
38.31,9.4,26.06,0
39.62,22.9,21.74,0
39.14,16.3,24.28,0
39.63,32.7,33.56,1
40.08,30.7,25.44,1
39.32,48.7,34.41,1
38.76,18.8,25.85,0
40.47,45.6,39.78,1
40.69,52.2,26.9,1
40.98,13.1,23.66,0
40.26,46.5,38.57,1
38.71,42.1,31.17,1
38.97,26.9,26.52,0
38.75,27.5,24.48,0
38.54,18.1,23.94,0
38.32,13.0,24.78,0
38.73,17.1,25.16,0
40.01,35.9,33.82,1
40.6,11.7,21.32,0
38.92,25.0,22.27,0
40.6,42.6,26.37,1
38.68,44.8,35.25,1
40.31,52.5,25.97,1
39.0,17.1,20.88,0
38.81,18.2,25.19,0
38.81,26.6,28.73,0
38.95,33.5,36.33,1
38.33,18.7,21.12,0
38.96,20.6,37.36,0
38.57,14.9,20.86,0
39.16,10.5,31.07,0
39.05,14.1,22.88,0
39.74,38.2,32.25,1
38.39,16.8,29.18,0
38.68,20.6,27.72,0
39.04,41.0,33.28,1
39.12,35.7,32.04,1
38.97,30.4,35.42,1
38.62,15.5,22.46,0
39.12,18.5,25.96,0
40.11,37.4,37.2,1
38.48,30.0,29.59,0
39.07,15.0,25.55,0
38.21,18.4,21.32,0
38.39,25.7,26.37,0
40.79,45.3,28.36,1
40.0,34.9,34.64,1
39.95,29.6,23.32,1
38.43,22.1,29.95,0
38.73,15.4,21.26,0
38.92,37.3,36.94,1
40.55,40.2,24.7,1
40.09,32.1,33.74,1
39.31,16.2,34.12,0
39.94,52.7,26.25,1
38.51,17.4,26.2,0
40.22,33.0,35.94,1
38.71,53.2,31.51,1
38.6,41.7,36.54,1
39.82,25.2,32.45,1
39.24,28.8,30.6,0
40.03,35.3,28.94,1
39.16,19.4,20.84,0
38.92,13.7,27.39,0
40.29,36.9,35.31,1
39.97,40.4,29.61,1
38.86,48.9,20.77,0
38.56,33.5,31.81,1
40.75,38.5,21.27,1
39.08,53.2,32.69,1
39.93,37.2,34.65,1
38.77,27.3,27.0,0
38.75,43.4,33.63,1
39.33,15.2,25.15,0
38.84,12.5,22.72,0
38.33,37.0,31.28,1
39.01,29.0,26.71,0
38.63,45.0,36.52,1
38.58,42.1,33.95,1
38.22,50.8,30.57,1
38.83,29.3,32.02,1
38.65,52.3,35.15,1
38.71,49.6,31.44,1
38.98,48.9,34.29,1
40.06,53.6,25.1,1
38.46,20.6,20.92,0
39.99,15.7,21.45,0
40.65,36.2,37.2,1
40.4,36.4,37.65,1
40.45,47.3,25.63,1
40.11,37.6,35.9,1
39.14,13.1,22.18,0
39.0,31.5,37.63,1
40.29,32.9,26.28,1
39.75,35.3,33.1,1
39.64,53.7,20.62,1
40.76,37.7,20.35,1
39.06,58.5,33.51,1
38.5,46.3,30.53,1
38.43,22.7,28.79,0
38.38,23.1,29.3,0
38.43,34.6,34.99,1
38.4,26.3,20.88,0
39.63,33.7,32.35,1
38.19,43.0,34.01,1
38.66,15.5,33.54,0
39.97,50.7,20.13,1
40.5,32.8,36.71,1
39.16,44.9,35.45,1
38.62,25.5,24.39,0
39.15,25.7,21.54,0
38.5,55.1,35.94,1
40.05,36.1,28.71,1
38.71,9.4,22.35,0
39.83,26.8,31.37,1
40.08,35.5,34.86,1
39.96,36.9,26.69,1
40.37,36.7,35.35,1
38.23,12.7,23.22,0
40.57,35.1,35.27,1
39.06,12.4,20.92,0
40.9,36.6,39.5,1
40.61,25.6,29.45,0
40.04,41.8,33.9,1
38.57,21.6,24.4,0
38.57,13.3,28.08,0
38.83,21.0,23.13,0
38.49,34.5,31.6,1
39.69,42.8,26.58,1
38.29,48.3,36.4,1
40.12,39.2,34.92,1
39.06,12.0,23.39,0
40.86,42.2,38.91,1
40.05,33.6,32.68,1
38.52,52.8,36.27,1
38.43,46.5,33.66,1
40.57,39.3,38.46,1
40.43,36.0,37.3,1
39.66,31.2,32.08,1
39.23,49.7,35.78,1
40.2,11.6,21.26,0
40.63,52.2,22.4,1
38.38,18.1,21.55,0
40.63,38.3,37.6,1
40.3,43.2,37.05,1
39.73,39.2,27.82,1
40.37,38.1,35.92,1
38.51,16.6,24.67,0
38.14,19.1,28.57,0
38.47,16.5,26.98,0
39.86,30.5,20.16,1
40.23,35.2,35.87,1
38.5,22.9,23.08,0
40.03,33.2,33.74,1
41.04,42.4,39.41,1
39.13,49.3,36.3,1
40.37,35.5,26.68,1
40.2,17.0,26.35,0
38.81,16.3,29.59,0
39.93,42.2,27.18,1
39.79,29.1,32.24,1
39.21,56.6,32.46,1
38.72,12.1,32.74,0
39.86,31.6,32.37,1
38.81,36.3,33.38,1
40.82,51.4,24.24,1
38.51,32.2,35.19,1
38.65,12.0,27.92,0
39.8,37.1,21.15,1
39.02,10.2,24.9,0
40.24,38.2,35.78,1
38.82,57.6,32.55,1
39.4,22.0,22.81,0
38.77,26.3,24.06,0
40.01,39.5,34.87,1
40.95,35.0,20.06,1
38.26,20.1,29.82,0
38.88,50.3,29.36,0
38.82,26.7,35.71,0
38.48,25.4,20.05,0
38.59,17.0,22.88,0
40.3,39.0,37.53,1
39.86,31.2,32.57,1
39.08,11.7,24.14,0
38.41,13.5,22.95,0
38.41,20.7,22.95,0
38.83,35.9,36.65,1
38.39,18.9,28.93,0
38.73,16.7,25.55,0
40.91,41.9,36.76,1
38.64,25.0,28.84,0
38.92,35.3,31.88,1
40.92,42.3,39.82,1
38.23,14.4,24.23,0
40.7,24.3,28.75,0
40.21,40.9,37.85,1
38.78,9.6,25.33,0
40.2,37.8,33.46,1
38.89,31.2,31.94,1
39.77,31.8,28.97,1
39.91,31.3,35.42,1
40.67,37.5,38.49,1
38.83,15.0,22.33,0
38.54,13.5,23.96,0
40.3,36.9,36.53,1
38.89,37.4,34.24,1
38.65,50.4,35.26,1
40.42,42.7,35.43,1
40.33,33.0,34.56,1
39.64,10.7,20.45,0
40.5,40.1,38.79,1
39.19,10.1,21.63,0
38.79,16.1,27.08,0
38.32,21.4,27.05,0
40.62,35.9,37.37,1
39.63,53.2,20.23,1
39.01,46.8,33.32,1
40.25,35.9,34.8,1
40.88,37.4,39.87,1
40.72,21.6,26.21,0
38.87,26.9,20.5,0
38.58,31.4,32.23,1
40.22,18.5,23.32,0
39.89,29.2,33.89,1
38.64,11.6,21.11,0
40.07,39.3,27.04,1
38.47,17.3,24.16,0
40.47,11.4,28.01,0
38.52,10.4,20.57,0
39.71,28.3,33.07,1
39.24,27.8,31.14,0
38.57,27.6,20.36,0
38.54,23.6,22.48,0
38.55,33.6,34.67,1
39.8,27.1,30.56,1
38.97,26.5,27.94,0
40.79,20.5,23.29,0
39.11,57.4,33.1,1
38.78,16.2,28.04,0
38.86,38.3,37.18,1
39.75,31.7,30.85,1
39.95,36.5,32.19,1
39.03,19.1,27.65,0
38.72,57.6,33.24,1
38.41,13.1,29.59,0
38.41,25.8,25.21,0
38.56,35.0,36.54,1
38.59,13.8,23.9,0
38.53,23.1,21.49,0
39.09,20.6,29.53,0
40.79,35.1,20.34,1
39.87,37.1,33.1,1
39.16,16.8,28.87,0
39.19,17.7,21.29,0
38.8,16.9,35.56,0
39.71,32.2,20.02,1
38.79,34.0,36.37,1
39.73,14.9,20.84,0
40.53,39.7,38.03,1
39.17,41.7,21.8,0
39.95,33.4,31.97,1
40.65,34.6,39.56,1
38.42,25.4,27.78,0
38.89,13.1,35.25,0
38.39,49.1,36.61,1
38.57,49.3,31.8,1
38.57,29.9,34.7,1
38.72,16.0,28.88,0
40.97,41.9,20.13,1
38.95,12.1,28.96,0
40.23,36.9,36.3,1
40.3,50.6,29.41,1
39.06,13.0,35.11,0
39.1,25.4,29.87,0
38.2,43.2,37.64,1
40.48,41.7,28.31,1
38.53,32.0,34.74,1
40.17,36.2,35.81,1
39.72,40.1,24.07,1
38.45,16.6,29.42,0
40.9,54.3,29.09,1
39.62,27.5,32.36,1
38.94,38.9,25.66,0
39.67,28.2,31.79,1
39.71,36.7,36.03,1
38.88,18.2,22.07,0
38.31,33.7,34.12,1
39.35,12.2,27.63,0
40.12,41.1,36.49,1
40.28,50.7,29.92,1
38.85,31.7,36.08,1
40.39,43.9,37.84,1
40.06,42.2,20.96,1
40.61,44.7,39.9,1
40.94,40.6,38.96,1
38.81,56.1,36.32,1
38.64,11.9,29.5,0
40.5,34.2,37.33,1
39.31,36.3,31.89,1
38.43,25.5,23.3,0
38.61,41.1,34.68,1
39.86,39.8,34.26,1
38.97,27.9,25.23,0
38.66,15.7,22.31,0
39.5,29.8,34.05,1
38.78,17.6,21.53,0
40.25,33.5,33.6,1
40.12,29.4,20.98,1
38.59,37.6,37.21,1
39.09,13.0,21.17,0
39.89,28.9,32.15,1
38.75,22.9,27.95,0
38.87,54.9,34.83,1
40.03,46.9,21.68,1
38.48,27.2,26.75,0
39.12,53.6,30.5,1
38.5,13.7,37.83,0
39.14,10.5,23.71,0
39.69,29.5,20.77,1
39.37,34.3,30.76,1
40.3,40.2,38.27,1
38.39,13.1,20.78,0
39.64,24.5,27.27,0
38.81,47.4,31.29,1
38.69,22.9,23.02,0
38.42,15.8,25.88,0
39.84,39.6,33.38,1
38.71,38.3,32.17,1
38.76,41.1,27.38,0
40.43,41.2,39.58,1
39.84,33.1,32.81,1
38.73,32.3,36.78,1
38.41,47.1,34.13,1
40.12,35.6,33.61,1
40.82,43.8,27.29,1
40.25,28.4,34.53,1
40.3,39.9,36.69,1
38.65,13.7,23.14,0
40.44,43.6,37.53,1
38.59,56.9,34.62,1
40.52,43.7,35.93,1
40.72,48.9,39.59,1
40.15,14.0,24.91,0
38.95,22.6,25.31,0
38.17,28.0,26.63,0
38.64,32.2,32.02,1
39.66,30.4,31.09,1
38.41,17.6,29.11,0
38.53,24.4,26.17,0
38.78,45.3,30.5,1
38.89,25.8,26.11,0
39.64,27.2,31.97,1
39.32,38.7,33.11,1
39.96,27.9,32.78,1
39.18,13.5,32.68,0
39.67,34.3,34.65,1
38.76,47.2,35.81,1
40.23,34.2,34.33,1
38.52,51.3,34.82,1
38.85,44.6,31.06,1
40.24,30.8,35.37,1
38.97,25.4,37.18,0
40.7,38.6,37.57,1
39.79,36.0,31.2,1
38.99,18.2,20.51,0
39.7,30.8,32.72,1
38.81,50.5,28.86,0
39.64,33.4,31.73,1
39.7,43.4,27.99,1
39.04,29.6,35.26,1
40.03,44.6,25.11,1
40.07,32.6,33.27,1
39.67,47.5,20.0,1
38.45,26.1,21.98,0
40.19,33.1,35.5,1
38.58,36.7,34.58,1
38.63,25.0,27.34,0
40.18,36.4,33.91,1
38.65,22.0,35.9,0
39.88,23.5,26.97,0
39.14,48.1,24.42,0
40.79,44.8,38.46,1
40.23,54.6,20.78,1
39.66,28.3,31.07,1
38.53,13.4,31.17,0
38.66,25.2,29.25,0
39.08,41.5,33.14,1
38.34,23.5,26.62,0
40.14,39.5,36.23,1
38.63,18.7,21.03,0
40.34,33.9,34.57,1
39.59,28.2,31.97,1
40.61,12.4,23.99,0
38.35,39.1,34.59,1
39.94,35.8,23.89,1
40.14,37.5,35.15,1
40.53,33.0,36.45,1
40.19,32.9,34.03,1
38.39,35.3,30.94,1
39.18,24.4,32.49,0
40.49,38.1,23.69,1
38.83,26.9,30.84,0
38.47,21.7,21.48,0
40.07,32.5,35.02,1
38.87,14.4,28.61,0
38.61,36.2,32.79,1
40.55,25.8,24.14,0
40.4,35.8,36.76,1
39.97,33.5,33.03,1
38.89,16.3,22.71,0
38.5,22.8,37.82,0
39.95,39.5,35.18,1
38.43,29.8,34.8,1
40.34,41.9,37.93,1
40.51,38.3,26.61,1
40.13,39.7,35.23,1
38.63,12.3,29.16,0
40.07,28.4,32.84,1
39.84,40.9,21.5,1
40.38,40.4,36.15,1
39.98,30.3,31.6,1
40.55,41.6,37.19,1
40.67,39.8,36.81,1
38.83,26.9,21.46,0
38.68,44.5,31.13,1
40.28,38.8,36.22,1
38.69,12.8,25.41,0
38.41,11.5,22.59,0
39.86,32.9,34.47,1
40.41,38.5,39.59,1
39.23,21.9,27.83,0
40.34,38.9,34.25,1
40.43,36.0,38.92,1
39.66,27.0,31.54,1
38.41,20.7,29.49,0
38.83,16.6,22.38,0
40.75,39.9,37.48,1
38.73,58.0,37.25,1
38.99,19.0,25.86,0
40.16,31.0,34.13,1
38.81,16.4,23.06,0
38.44,16.1,27.05,0
38.62,23.3,22.86,0
38.7,16.4,29.6,0
40.81,38.6,23.23,1
39.12,37.1,29.11,0
40.54,44.7,39.12,1
39.78,35.7,32.37,1
38.72,58.4,35.01,1
38.42,48.2,29.64,0
40.2,40.0,37.21,1
40.33,41.4,21.97,1
38.32,42.6,33.47,1
38.57,18.9,23.95,0
38.43,15.8,28.31,0
39.35,28.3,31.54,0
39.19,33.7,37.79,1
38.43,21.8,27.1,0
39.89,27.6,31.1,1
38.5,58.3,31.21,1
39.82,25.3,30.7,1
38.46,18.0,27.19,0
38.79,22.8,28.58,0
40.3,40.1,35.99,1
38.96,14.1,26.97,0
38.43,15.3,20.58,0
41.08,43.4,39.86,1
38.58,26.4,29.41,0
38.13,18.3,29.76,0
40.54,43.5,39.68,1
38.43,18.6,25.53,0
38.88,43.4,37.41,1
39.13,21.9,26.34,0
38.35,17.7,26.25,0
38.97,40.4,34.58,1
38.49,10.9,22.33,0
40.44,44.3,21.24,1
39.1,14.9,20.35,0
38.87,37.2,34.82,1
40.39,40.6,25.91,1
40.13,46.0,24.89,1
38.18,58.1,36.4,1
38.47,35.9,31.33,1
40.48,37.5,38.84,1
40.33,33.0,35.78,1
38.48,25.2,36.16,0
40.69,26.2,22.79,0
38.84,51.2,31.71,1
40.61,38.8,22.4,1
38.71,14.4,37.61,0
40.04,34.3,32.42,1
39.74,41.4,26.53,1
40.12,28.0,32.38,1
40.09,40.7,34.31,1
40.26,38.8,38.18,1
40.49,42.3,38.97,1
39.13,55.1,35.44,1
39.89,30.7,32.03,1
40.7,55.0,20.95,1
39.02,36.9,31.39,1
38.64,35.6,36.64,1
38.47,41.4,32.24,1
38.77,11.0,29.86,0
39.01,53.1,33.76,1
40.43,34.3,37.75,1
38.53,10.9,24.56,0
39.91,32.4,33.44,1
38.35,56.0,35.04,1
38.83,20.7,20.93,0
39.91,47.8,27.5,1
38.32,20.1,29.66,0
38.38,24.6,25.59,0
39.27,24.6,36.48,0
40.49,40.6,37.37,1
39.89,33.5,32.6,1
39.15,29.9,25.25,0
38.91,48.7,34.54,1
39.09,11.5,24.94,0
40.46,37.7,39.12,1
41.19,42.3,39.54,1
40.83,42.0,26.89,1
39.79,29.1,32.04,1
39.63,29.3,26.08,1
38.19,32.2,35.11,1
40.31,38.5,36.62,1
38.46,16.1,20.36,0
40.55,37.1,37.65,1
39.7,14.8,22.84,0
39.28,18.9,34.68,0
40.09,40.1,21.19,1
38.75,41.6,32.83,1
38.96,36.1,26.44,0
40.15,33.0,36.0,1
39.24,45.1,30.51,1
40.92,39.0,21.51,1
38.37,10.0,23.04,0
39.73,27.6,30.89,1
39.0,23.2,29.48,0
38.63,17.7,25.62,0
38.8,18.2,29.35,0
39.34,32.4,30.92,1
38.66,35.7,30.51,1
39.16,50.6,30.86,1
39.02,45.9,36.44,1
39.0,14.6,26.58,0
39.98,30.7,33.51,1
38.66,26.2,20.44,0
38.31,21.5,21.34,0
38.13,12.7,23.65,0
38.26,21.4,20.41,0
38.9,12.9,27.81,0
39.01,24.5,27.74,0
38.76,14.4,25.36,0
38.72,37.0,34.44,1
39.77,38.4,23.54,1
39.93,37.9,32.85,1
40.85,48.0,21.8,1
38.98,27.5,29.78,0
40.35,38.5,37.62,1
40.15,34.4,34.73,1
39.25,42.1,33.05,1
38.56,23.5,22.47,0
38.83,28.8,20.95,0
38.47,15.5,22.88,0
38.39,33.9,32.1,1
38.94,16.0,24.49,0
40.25,43.1,34.76,1
38.96,26.8,23.34,0
40.2,43.3,37.38,1
40.15,34.1,34.29,1
39.1,16.8,24.17,0
38.45,39.0,36.97,1
40.42,39.1,37.57,1
39.21,42.0,37.41,1
40.14,34.6,33.15,1
40.37,32.8,35.34,1
39.05,23.0,23.36,0
40.7,39.1,38.68,1
38.45,55.7,34.79,1
40.03,23.5,24.9,0
38.62,11.0,26.01,0
40.1,29.5,31.98,1
38.3,29.1,32.82,1
39.06,50.2,32.14,1
40.65,41.8,39.7,1
38.99,38.9,36.99,1
40.5,43.5,21.83,1
38.67,26.0,27.21,0
40.3,32.9,35.2,1
38.39,37.4,34.39,1
40.38,51.5,23.01,1
38.25,22.3,26.68,0
39.75,21.6,23.19,0
38.85,11.9,25.75,0
38.7,26.5,24.46,0
39.08,17.5,28.07,0
40.35,38.8,36.3,1
38.69,16.6,20.43,0
